Water Control Zone,Station,Dates,Sample No,Depth,5-day Biochemical Oxygen Demand mg_L,Ammonia Nitrogen mg_L,Chlorophyll-a ug_L,Dissolved Oxygen per_saturation,Dissolved Oxygen mg_L,E. coli cfu_100mL,Faecal Coliforms cfu_100mL,Nitrate Nitrogen mg_L,Nitrite Nitrogen mg_L,Orthophosphate Phosphorus mg_L,pH,Phaeo-pigments ug_L,Salinity psu,Secchi Disc Depth M,Silica mg_L,Suspended Solids mg_L,Temperature C,Total Inorganic Nitrogen mg_L,Total Kjeldahl Nitrogen mg_L,Total Nitrogen mg_L,Total Phosphorus mg_L,Turbidity NTU,Unionised Ammonia mg_L,Volatile Suspended Solids mg_L
Deep Bay,DM1,2015-01-19,1,Surface Water,7.1,1.3,56,51,4.4,6700,12000,1.3,0.23,0.16,6.8,12,20.4,0.2,5.1,75,17.2,2.83,2.5,4.03,0.26,30.9,0,15
Deep Bay,DM1,2015-02-07,1,Surface Water,3.6,0.81,18,73,6.4,880,1200,1.5,0.17,0.15,7.3,11,20.9,1.5,7,47,15.8,2.48,1.7,3.37,0.27,36.4,0,8
Deep Bay,DM1,2015-03-05,1,Surface Water,3.8,1.1,4.1,83,6.9,4700,7500,2.2,0.13,0.2,7.3,8.7,20.5,0.7,6.4,150,18.6,3.43,1.9,4.23,0.48,81.3,0.01,17
Deep Bay,DM1,2015-04-25,1,Surface Water,2.7,3,8.4,62,4.6,2900,5000,0.85,0.28,0.28,7.3,8.1,20.1,1.3,7.1,13,24.7,4.13,4,5.13,0.37,21,0.03,3
Deep Bay,DM1,2015-05-09,1,Surface Water,2.5,0.63,4.9,74,5.2,170,490,1.1,0.18,0.18,7.4,7.2,17,0.5,6.1,56,28.6,1.91,1,2.28,0.23,41.4,0.01,6.9
Deep Bay,DM1,2015-06-13,1,Surface Water,5.7,1.8,50,82,5.9,560,1100,0.52,0.89,0.29,7.7,37,4.3,1,14,68,31.1,3.21,3.5,4.91,0.58,44.5,0.07,18
Deep Bay,DM1,2015-07-18,1,Surface Water,1.6,1.3,4.5,55,3.7,1500,2800,0.5,0.35,0.31,6.8,1.5,14.7,1.2,11,22,31.7,2.15,2.1,2.95,0.43,13.1,0.01,3.7
Deep Bay,DM1,2015-08-03,1,Surface Water,2,0.44,5.3,49,3.4,90,170,1.2,0.64,0.16,6.9,2.9,9.2,1,9.3,15,31,2.28,0.88,2.72,0.23,16.5,0,2.6
Deep Bay,DM1,2015-09-12,1,Surface Water,3.4,1.1,6.8,64,4.5,230,830,0.83,0.63,0.26,7.2,4.3,14.8,0.6,9.1,16,29.6,2.56,1.6,3.06,0.35,12.9,0.01,2.8
Deep Bay,DM1,2015-10-10,1,Surface Water,2.2,1.3,7.4,45,3.4,800,2500,0.87,0.63,0.28,7.2,3.4,8.6,1.1,13,16,27.1,2.8,3.1,4.6,0.43,10.5,0.01,3.6
Deep Bay,DM1,2015-11-07,1,Surface Water,2.5,1.6,8.4,41,3,32000,47000,0.86,0.52,0.31,7.1,4.6,15.3,1,8.2,17,26.8,2.98,3.1,4.48,0.45,10.4,0.01,5
Deep Bay,DM1,2015-12-05,1,Surface Water,3.6,1.7,8.5,39,3.1,180000,200000,1.1,0.53,0.25,7.3,3.4,16.8,0.8,8.6,34,22.2,3.33,3.2,4.83,0.36,15.3,0.02,6.4
Deep Bay,DM1,2016-01-11,1,Surface Water,2.8,1.6,20,68,5.6,8100,11000,0.66,0.31,0.2,7.8,6.4,18.6,1.5,3,25,19.4,2.57,3.1,4.07,0.33,15.1,0.03,4.7
Deep Bay,DM1,2016-02-03,1,Surface Water,6,2.6,1.7,41,3.6,360000,560000,1.1,0.67,0.22,7,2,20.6,1,8.7,15,15.3,4.37,5.2,6.97,0.44,11.9,0.01,6.6
Deep Bay,DM1,2016-03-16,1,Surface Water,3.5,1.4,9.9,52,4.7,6800,8400,1.4,0.32,0.18,7.2,3.9,16,1,7.8,26,15.8,3.12,2.5,4.22,0.26,20,0.01,4.8
Deep Bay,DM1,2016-04-13,1,Surface Water,5,3.6,2,24,2,210000,250000,0.34,0.1,0.2,7,5.1,5,1.2,11,66,22.5,4.04,4.8,5.24,0.34,36,0.02,9.1
Deep Bay,DM1,2016-05-12,1,Surface Water,1.3,1.3,1.1,48,3.6,1600,4800,0.63,0.17,0.33,6.9,2.9,7.6,1.5,10,23,27.4,2.1,2.1,2.9,0.33,16.7,0.01,3.8
Deep Bay,DM1,2016-06-03,1,Surface Water,6.1,1.9,3.6,47,3.4,6100,12000,0.38,0.76,0.41,7.1,5.8,4,1.2,14,150,31.4,3.04,4.2,5.34,0.47,64.8,0.02,17
Deep Bay,DM1,2016-07-13,1,Surface Water,11,2.4,3.7,24,1.9,550000,1100000,0.05,0.35,0.19,6.6,9.1,0.2,1,14,86,28,2.8,6.2,6.6,0.79,108.2,0.01,13
Deep Bay,DM1,2016-08-03,1,Surface Water,1.6,1.8,4.8,76,5.9,8600,17000,0.47,0.26,0.19,7,4.7,4.8,1.5,8,29,27.5,2.53,3.1,3.83,0.29,25.3,0.01,3.7
Deep Bay,DM1,2016-09-01,1,Surface Water,1.9,0.73,4.1,83,5.8,530,1100,0.57,0.25,0.24,7.1,3.4,15.3,1.4,8.4,25,29.6,1.55,1.4,2.22,0.43,28.5,0.01,3.4
Deep Bay,DM1,2016-10-08,1,Surface Water,5,2.8,16,94,7,58000,95000,1.1,0.58,0.34,6.8,5.5,6.6,1.7,21,21,29.3,4.48,5.1,6.78,0.47,17.8,0.01,5.4
Deep Bay,DM1,2016-11-02,1,Surface Water,4.3,1.6,3.7,91,7,1800,2300,1,0.47,0.2,7,6.2,14.9,1.7,8.4,95,24.7,3.07,2.1,3.57,0.37,68.3,0.01,12
Deep Bay,DM1,2016-12-03,1,Surface Water,2.7,1.8,3.7,48,3.9,3500,7800,1.3,0.42,0.23,7.3,2.4,15.9,1,10,29,21,3.52,3,4.72,0.29,21.9,0.02,4.1
Deep Bay,DM1,2017-01-07,1,Surface Water,8,5.2,29,22,1.8,240000,310000,0.1,0.4,0.41,7.1,7.9,6.8,1,12,22,23.1,5.7,9,9.5,0.75,16.9,0.03,6.8
Deep Bay,DM1,2017-02-01,1,Surface Water,4.9,1.2,7.8,54,4.5,4500,7800,1.8,0.34,0.15,7,6.2,17.7,1.5,7.1,110,19.2,3.34,2.1,4.24,0.38,42.7,0.01,13
Deep Bay,DM1,2017-03-06,1,Surface Water,4.9,2,42,87,7.1,9700,22000,1.3,0.5,0.22,7.2,9.5,17.1,1.5,7.1,30,20.5,3.8,3.5,5.3,0.35,15.5,0.01,9.8
Deep Bay,DM1,2017-04-08,1,Surface Water,3.7,1.5,17,53,4,1100,1500,1.3,0.34,0.23,7.1,7.5,16.3,1.7,7,22,24,3.14,2.7,4.34,0.26,17.3,0.01,4
Deep Bay,DM1,2017-05-10,1,Surface Water,6.6,1.4,82,115,8.5,10000,16000,0.65,0.25,0.2,7.9,15,10.3,0.3,3.4,58,27.9,2.3,3.5,4.4,0.41,31,0.07,10
Deep Bay,DM1,2017-06-07,1,Surface Water,3.4,1.6,4.1,58,4.1,3100,8000,0.87,0.41,0.33,7.2,3.7,9,1,11,26,31.3,2.88,2.7,3.98,0.44,18,0.02,6.6
Deep Bay,DM1,2017-07-10,1,Surface Water,1.8,2.1,8.8,68,5,2600,6000,0.52,0.42,0.23,7,7.3,3.2,1,12,22,30.1,3.04,2.9,3.84,0.35,17.9,0.02,4.5
Deep Bay,DM1,2017-08-11,1,Surface Water,4.8,1.1,19,65,4.6,780,1400,0.63,0.63,0.16,7.2,5.4,8.2,1.5,4.2,45,31.1,2.36,1.7,2.96,0.29,21,0.02,6.4
Deep Bay,DM1,2017-09-08,1,Surface Water,3,1.3,1.3,31,2.3,3000,8200,0.56,0.5,0.22,6.8,3.6,8.7,1.5,9.8,36,29.6,2.36,1.7,2.76,0.41,19.2,0.01,4
Deep Bay,DM1,2017-10-06,1,Surface Water,1.8,0.88,5.6,60,4.2,670,1900,0.68,0.46,0.27,7.2,3.4,13.4,1.5,7.8,24,30.2,2.02,1.4,2.54,0.32,16.2,0.01,3.2
Deep Bay,DM1,2017-11-06,1,Surface Water,2,0.58,11,97,7.3,330,880,1.1,0.31,0.19,7.4,9.5,22.9,1.5,3.2,60,22.9,1.99,0.78,2.19,0.21,28,0.01,6.3
Deep Bay,DM1,2017-12-04,1,Surface Water,3.5,1.3,7.2,60,4.6,3200,5800,1.4,0.4,0.2,7.2,6.8,21.7,1,6,69,22.2,3.1,1.6,3.4,0.35,48.1,0.01,8
Deep Bay,DM1,2018-01-03,1,Surface Water,2.2,0.57,6.9,72,5.8,490,790,1.9,0.22,0.13,7.3,8.6,23.3,1.8,4.7,98,19.1,2.69,0.93,3.05,0.28,54.1,0,14
Deep Bay,DM1,2018-02-22,1,Surface Water,2.3,0.51,2.5,65,5.3,190,340,2.1,0.13,0.12,7,6.4,22,1.1,5.8,49,18.8,2.74,0.89,3.12,0.24,25.7,0,7
Deep Bay,DM1,2018-03-01,1,Surface Water,2.4,0.64,5.7,60,4.7,1600,2500,2.4,0.15,0.14,6.9,4.4,18.6,1,5.7,28,22.1,3.19,1.1,3.65,0.24,24.2,0,3.3
Deep Bay,DM1,2018-04-11,1,Surface Water,3.3,0.45,7.3,112,8.5,390,770,1.9,0.09,0.1,7.1,6.7,16.6,1,3.8,26,24.4,2.44,0.86,2.85,0.18,33.7,0,19
Deep Bay,DM1,2018-05-09,1,Surface Water,4,0.02,9,20,1.5,200000,600000,1.2,0.32,0.19,6.9,4.4,7,1.5,5.5,34,26.7,1.54,4,5.52,0.36,29.9,0,9
Deep Bay,DM1,2018-06-15,1,Surface Water,1.9,1.3,4.6,42,3.1,3500,7500,0.57,0.59,0.24,6.9,3.7,8.3,1,9,21,28.9,2.46,1.8,2.96,0.26,14.9,0.01,3
Deep Bay,DM1,2018-07-04,1,Surface Water,4,1.9,3.7,55,4.1,8700,17000,1.1,1,0.32,7.2,7.8,3.2,1.2,18,59,29.6,4,2.7,4.8,0.34,43.5,0.03,9
Deep Bay,DM1,2018-08-01,1,Surface Water,2.4,0.4,2.2,49,3.4,210,360,0.79,0.95,0.21,7.1,3.1,10.5,1.5,11,28,31.6,2.14,0.83,2.57,0.33,22.1,0.01,4.3
Deep Bay,DM1,2018-09-10,1,Surface Water,1.9,1,2.6,58,4.3,1100,1800,1,0.61,0.1,7.1,3.5,9.1,1.2,11,22,28.8,2.61,1.6,3.21,0.21,13.4,0.01,3.4
Deep Bay,DM1,2018-10-08,1,Surface Water,2,0.46,5.6,50,3.5,480,980,1.6,0.42,0.16,7.5,4.4,15.7,1,9,28,28.7,2.48,1.4,3.42,0.23,12.9,0.01,5.7
Deep Bay,DM1,2018-11-07,1,Surface Water,0.8,0.43,1.9,66,4.8,49,110,1.6,0.14,0.16,7.5,2.5,21.5,1,5.7,29,25.8,2.17,0.59,2.33,0.2,12.8,0.01,5.9
Deep Bay,DM1,2018-12-08,1,Surface Water,1.6,0.47,1.6,60,4.8,440,880,2,0.18,0.22,7.4,3.8,18,1,8.6,57,20.8,2.65,1,3.18,0.3,38.2,0,6.1
Deep Bay,DM1,2019-01-09,1,Surface Water,1.5,0.59,4.5,73,6.1,490,950,2.7,0.13,0.14,7.3,4.2,19.4,1,6.4,36,18.9,3.42,1.2,4.03,0.22,21.9,0,6.4
Deep Bay,DM1,2019-02-23,1,Surface Water,3.8,0.51,5,63,5.1,640,1000,1.8,0.16,0.13,7.3,16,16.6,0.9,4.8,360,21.3,2.47,1.7,3.66,0.74,134.4,0,41
Deep Bay,DM1,2019-03-08,1,Surface Water,1.3,0.69,1.1,72,5.9,6800,13000,1.6,0.11,0.17,7.4,2.4,15.9,1.3,5.1,42,20.1,2.4,1.1,2.81,0.22,20.2,0.01,7.2
Deep Bay,DM1,2019-04-24,1,Surface Water,3.2,1.1,6.1,56,4.2,2600,3400,1,0.28,0.17,7.5,5.2,9.1,0.7,3.7,53,27.9,2.38,2,3.28,0.29,27.9,0.03,14
Deep Bay,DM1,2019-05-23,1,Surface Water,1.9,0.28,9.9,74,5.4,1100,2200,1.1,0.13,0.14,7.7,7.6,12.4,1,1.6,66,28.3,1.51,0.91,2.14,0.27,42.7,0.01,9.4
Deep Bay,DM1,2019-06-24,1,Surface Water,2.6,0.58,2.3,62,4.6,240,490,1.3,0.67,0.23,7.5,8.5,4.7,1,13,40,29.9,2.55,1.1,3.07,0.31,28.3,0.02,6.5
Deep Bay,DM1,2019-07-19,1,Surface Water,2,0.06,6.4,74,5.2,88,250,1.3,0.54,0.19,7.8,8.1,4.6,1,11,25,32.6,1.9,0.65,2.49,0.28,17.4,0,5.4
Deep Bay,DM1,2019-08-02,1,Surface Water,1.6,0.93,1.2,55,4.3,59000,130000,0.77,0.12,0.11,7.3,2.8,4.3,0.9,7.3,21,26.9,1.82,1.6,2.49,0.17,27.6,0.01,3.2
Deep Bay,DM1,2019-09-16,1,Surface Water,1.1,0.25,5.1,86,5.9,580,1700,0.98,0.15,0.15,7.3,4.9,13,1.3,7.7,17,31.4,1.38,0.55,1.68,0.21,14,0.01,2.9
Deep Bay,DM1,2019-10-16,1,Surface Water,0.6,0.31,4,77,5.4,78,290,1.2,0.13,0.16,7.5,0.2,19.6,1,6.5,21,27.8,1.64,0.68,2.01,0.21,16.1,0.01,2.8
Deep Bay,DM1,2019-11-14,1,Surface Water,1,0.18,3.5,78,5.9,100,390,1.5,0.09,0.14,7.7,7.3,21.7,0.8,5.1,52,23.4,1.77,0.55,2.14,0.3,40.6,0,7.3
Deep Bay,DM1,2019-12-14,1,Surface Water,2.2,0.48,3.4,95,7.7,1100,3100,2.1,0.1,0.12,7.8,6.8,19.6,1.2,5.2,98,19.7,2.68,0.98,3.18,0.15,46.1,0.01,11
Deep Bay,DM1,2020-01-11,1,Surface Water,1.4,0.3,8.9,99,7.8,790,900,1.6,0.084,0.13,7.7,6.1,20.1,1.1,5.4,36,21.2,1.98,0.82,2.5,0.22,22.1,0.005,6.5
Deep Bay,DM1,2020-04-08,1,Surface Water,3.1,0.61,2.5,66,5.3,660,1200,1.6,0.11,0.13,7.3,3.3,18,1.2,6.2,32,20.8,2.32,0.9,2.61,0.19,18.7,0.005,6
Deep Bay,DM1,2020-05-08,1,Surface Water,1.3,0.19,5.8,65,4.6,12,55,1.2,0.076,0.12,7.4,5.2,14.7,0.9,3.1,47,29.8,1.47,0.72,2,0.21,24.2,0.004,4.4
Deep Bay,DM1,2020-06-11,1,Surface Water,2.4,0.97,8.3,73,5.5,1600,2800,0.9,0.31,0.22,7.3,7.2,1.6,0.8,9.7,56,30,2.18,1.7,2.91,0.34,41.4,0.014,9.2
Deep Bay,DM1,2020-07-06,1,Surface Water,2,0.23,6.6,105,7.5,130,560,1.3,0.18,0.14,7.8,12,6,1,3.9,19,31.2,1.71,0.65,2.13,0.26,13.3,0.012,4.2
Deep Bay,DM1,2020-09-19,1,Surface Water,1.4,0.84,4.1,62,4.4,200,780,1.2,0.19,0.16,7.1,2.8,11.8,1.2,10,28,29.2,2.23,1.2,2.59,0.23,16.8,0.009,4.8
Deep Bay,DM1,2020-10-17,1,Surface Water,0.3,0.21,8.2,83,5.9,37,130,1.1,0.073,0.15,7.7,2.5,22.6,1.1,5,19,26.1,1.38,0.64,1.81,0.23,15.5,0.005,2.2
Deep Bay,DM1,2020-11-16,1,Surface Water,1.1,0.29,5.7,77,5.7,280,650,1.5,0.026,0.16,7.2,6,22,1.2,3.7,59,23.4,1.82,0.58,2.11,0.21,21.6,0.002,7.9
Deep Bay,DM2,2015-01-19,1,Surface Water,3.9,0.48,23,51,4.3,3000,4600,1.1,0.12,0.12,7.6,5.6,24.8,0.7,3.9,36,16.6,1.7,1.3,2.52,0.18,17.4,0.01,6.5
Deep Bay,DM2,2015-02-07,1,Surface Water,2.9,0.48,14,71,6.1,160,230,1.3,0.09,0.12,7.5,8.1,22.3,2,6,44,16,1.87,1.2,2.59,0.21,18.5,0,6.8
Deep Bay,DM2,2015-03-05,1,Surface Water,1.2,0.28,2.3,87,7,90,240,1.1,0.05,0.11,7.5,4,24.3,0.8,2.6,47,19,1.43,0.66,1.81,0.19,24.4,0,5.7
Deep Bay,DM2,2015-04-25,1,Surface Water,2.3,1,9.8,92,6.8,190,430,0.82,0.16,0.17,7.4,8.5,20.6,1.2,3.8,16,24.8,1.98,1.5,2.48,0.26,14.3,0.01,3.2
Deep Bay,DM2,2015-05-09,1,Surface Water,1.3,0.37,5,64,4.5,16,62,1.5,0.17,0.1,7.6,3.1,16.2,1,5.3,18,28.8,2.04,0.79,2.46,0.14,14,0.01,2.8
Deep Bay,DM2,2015-06-13,1,Surface Water,5.7,1.7,52,88,6.4,370,910,0.47,1,0.27,7.7,31,4.2,1,16,59,31.2,3.17,3.2,4.67,0.56,41,0.08,4.3
Deep Bay,DM2,2015-07-18,1,Surface Water,1.4,0.94,2.9,57,3.9,630,1400,0.61,0.42,0.26,7.3,0.6,16.2,1,11,21,31.3,1.97,1.4,2.43,0.34,14.3,0.02,3.6
Deep Bay,DM2,2015-08-03,1,Surface Water,2.2,0.62,2.1,41,2.9,80,350,1,0.65,0.16,7.3,4.6,9.6,1.1,10,40,30.2,2.27,1,2.65,0.22,25.2,0.01,6
Deep Bay,DM2,2015-09-12,1,Surface Water,4.2,0.59,9.2,70,4.9,35,120,0.82,0.46,0.2,7.5,5.4,15.7,0.7,7,14,29.2,1.87,1.1,2.38,0.3,12.7,0.02,2.9
Deep Bay,DM2,2015-10-10,1,Surface Water,2.3,1.4,9.8,43,3.2,530,1100,0.57,0.39,0.3,7.5,4.9,8.9,0.8,8.7,17,27.3,2.36,2.9,3.86,0.39,12.8,0.03,3.6
Deep Bay,DM2,2015-11-07,1,Surface Water,2.8,1.8,11,67,4.8,4000,7400,0.79,0.49,0.35,7.5,6.8,19.9,0.8,8.4,27,26.4,3.08,3,4.28,0.46,18.3,0.03,5.2
Deep Bay,DM2,2015-12-05,1,Surface Water,3,1.3,10,75,6.1,12000,20000,1.2,0.38,0.24,7.6,4.4,16.3,0.7,5.6,61,21,2.88,2,3.58,0.33,27.1,0.02,8.5
Deep Bay,DM2,2016-01-11,1,Surface Water,3.2,0.77,21,85,7,2800,3800,0.72,0.28,0.17,8,7,20.3,1.5,1.9,19,19.5,1.77,1.7,2.7,0.26,11.8,0.03,5.4
Deep Bay,DM2,2016-02-03,1,Surface Water,1.9,0.51,3.8,38,3.4,12000,15000,0.75,0.14,0.11,7.1,2.7,21.6,0.9,4.1,29,14.8,1.4,1.1,1.99,0.22,17,0,5.6
Deep Bay,DM2,2016-03-16,1,Surface Water,2.2,1,11,64,5.7,980,1300,1.3,0.18,0.14,7.4,4.1,17.5,1,6.7,19,15.7,2.48,1.4,2.88,0.2,13.8,0.01,3.7
Deep Bay,DM2,2016-04-13,1,Surface Water,5.4,2,1.3,34,2.8,29000,45000,0.71,0.15,0.17,7,7.1,8.9,1,7.9,78,22.6,2.86,2.9,3.76,0.29,47.5,0.01,9.2
Deep Bay,DM2,2016-05-12,1,Surface Water,1.3,1.2,1.4,45,3.4,3200,5700,0.68,0.16,0.3,6.9,2.4,8.4,1,10,26,27.3,2.04,2,2.84,0.33,17.3,0.01,3.3
Deep Bay,DM2,2016-06-03,1,Surface Water,4.4,1.1,2.6,59,4.2,1200,3200,0.58,1,0.33,7.2,7.8,5.6,1.1,14,110,31.5,2.68,2.7,4.28,0.41,63.6,0.02,14
Deep Bay,DM2,2016-07-13,1,Surface Water,11,2.6,4.8,46,3.6,690000,1300000,0.01,0,0.32,6.7,7.6,0.3,1,14,110,28,2.61,7.1,7.11,0.86,84.7,0.01,17
Deep Bay,DM2,2016-08-03,1,Surface Water,1.5,1.7,2.8,76,5.9,9500,37000,0.44,0.26,0.15,7.2,5.4,2.7,1.5,9.4,27,27.2,2.4,3.6,4.3,0.3,40.3,0.02,4.1
Deep Bay,DM2,2016-09-01,1,Surface Water,2,0.74,5.4,90,6.3,750,2300,0.59,0.26,0.21,7.3,4,12.1,1.4,8.6,12,30.6,1.59,1.6,2.45,0.39,24.5,0.01,2
Deep Bay,DM2,2016-10-08,1,Surface Water,4.6,1.7,19,53,3.9,7000,13000,0.84,0.48,0.27,7,7,10.2,1.3,15,41,29.2,3.02,2.9,4.22,0.38,19.7,0.01,7.4
Deep Bay,DM2,2016-11-02,1,Surface Water,2.8,0.97,4.9,100,7.4,900,2400,0.95,0.36,0.17,7.1,3.6,17.9,1.5,6.3,87,25.2,2.28,1.2,2.51,0.36,52.6,0.01,10
Deep Bay,DM2,2016-12-03,1,Surface Water,1.5,1.6,2.1,62,4.9,600,1600,0.96,0.33,0.2,7.6,0.3,19.7,1,7.8,13,21,2.89,1.9,3.19,0.27,9.1,0.02,2.3
Deep Bay,DM2,2017-01-07,1,Surface Water,4.6,2.7,22,52,4.2,15000,24000,0.48,0.38,0.23,7.3,7.7,13.1,1,6.6,31,22.5,3.56,4.8,5.66,0.44,17.5,0.02,6.2
Deep Bay,DM2,2017-02-01,1,Surface Water,2.4,0.78,9,62,5.1,630,920,1.2,0.2,0.16,7.3,5,22.2,1,4.9,44,19.2,2.18,1.2,2.6,0.26,40.2,0.01,5.4
Deep Bay,DM2,2017-03-06,1,Surface Water,3,0.81,20,85,6.8,620,970,1.1,0.24,0.13,7.6,6.1,17.9,1.5,4.6,34,20.7,2.15,1.3,2.64,0.26,13.4,0.01,5.2
Deep Bay,DM2,2017-04-08,1,Surface Water,5.3,1.4,25,74,5.6,700,1200,1.4,0.25,0.19,7.2,8.1,16.9,1.5,6.6,31,24.3,3.05,1.9,3.55,0.24,18.4,0.01,6.7
Deep Bay,DM2,2017-05-10,1,Surface Water,5.8,0.55,100,105,7.6,1300,4400,0.73,0.2,0.13,8,24,14.5,0.3,1.4,40,27.6,1.48,1.7,2.63,0.28,22.7,0.04,8.7
Deep Bay,DM2,2017-06-07,1,Surface Water,3.9,1.3,7,70,4.9,230,630,0.81,0.47,0.34,7.5,5.7,10.8,1,10,25,31.9,2.58,2.4,3.68,0.44,14.6,0.04,6
Deep Bay,DM2,2017-07-10,1,Surface Water,2,2,10,89,6.6,4000,7200,0.53,0.39,0.23,7.2,7.1,3.3,1,11,19,30.4,2.92,2.8,3.72,0.33,16.7,0.03,4
Deep Bay,DM2,2017-08-11,1,Surface Water,2.6,0.88,12,57,4.1,490,850,0.65,0.7,0.18,7.3,5.4,8.7,1.5,5.9,32,30.9,2.23,1.5,2.85,0.27,18.2,0.02,4.5
Deep Bay,DM2,2017-09-08,1,Surface Water,2.7,1.2,2.9,35,2.6,1800,4700,0.54,0.51,0.21,6.9,1,9.6,1,9.8,24,29.3,2.25,1.4,2.45,0.26,15.7,0.01,2.8
Deep Bay,DM2,2017-10-06,1,Surface Water,1.6,0.57,4.6,71,4.9,100,320,0.67,0.41,0.24,7.2,2.9,14.4,1.5,7.3,11,30.1,1.65,0.98,2.06,0.27,13.5,0.01,2.1
Deep Bay,DM2,2017-11-06,1,Surface Water,1,0.37,13,82,6,14,22,0.82,0.16,0.15,7.5,4.5,25,1.5,2,21,23.3,1.35,0.58,1.56,0.19,17.3,0.01,3
Deep Bay,DM2,2017-12-04,1,Surface Water,1.9,0.66,5.6,74,5.6,210,350,1.1,0.19,0.17,7.4,3.5,25.5,1,3.9,32,22.1,1.95,0.82,2.11,0.23,18,0.01,4
Deep Bay,DM2,2018-01-03,1,Surface Water,2.3,0.31,15,89,7.1,250,430,1.5,0.12,0.1,7.6,5.5,25.3,1.6,3,44,19.4,1.93,0.58,2.2,0.18,22.6,0,6.8
Deep Bay,DM2,2018-02-22,1,Surface Water,2.1,0.36,3,64,5.2,150,180,1.8,0.09,0.11,7,5.3,23.4,1.1,4.7,68,19,2.25,0.68,2.57,0.22,30.3,0,11
Deep Bay,DM2,2018-03-01,1,Surface Water,1.8,0.25,4.5,73,5.7,150,310,1.8,0.07,0.1,7,3.9,22.8,1,4.3,22,21.1,2.12,0.7,2.57,0.18,18.8,0,3
Deep Bay,DM2,2018-04-11,1,Surface Water,3.2,0.21,9.1,88,6.5,78,160,1.5,0.07,0.08,7.6,8.9,20.1,1,3.5,18,24.3,1.78,0.68,2.25,0.18,28.3,0,4.5
Deep Bay,DM2,2018-05-09,1,Surface Water,2.2,0.75,6.5,99,7.5,7900,31000,1.4,0.18,0.14,7.3,5.8,9.7,1.5,2,29,27,2.33,1.3,2.88,0.23,20.8,0.01,8.1
Deep Bay,DM2,2018-06-15,1,Surface Water,1.6,0.75,4.2,40,2.9,2000,3600,0.82,0.55,0.19,6.9,3,10.9,0.9,7.2,23,28.4,2.12,1.2,2.57,0.2,13,0,3.1
Deep Bay,DM2,2018-07-04,1,Surface Water,4.2,0.96,2,66,4.9,7200,15000,1.1,1,0.25,7.3,8.1,4.8,1.3,17,92,29.7,3.06,1.8,3.9,0.36,66.2,0.02,12
Deep Bay,DM2,2018-08-01,1,Surface Water,2.4,0.3,2.7,47,3.3,110,190,0.71,0.89,0.17,7.2,4.2,11.3,1.5,11,27,31.3,1.9,0.64,2.24,0.31,23.7,0,4.3
Deep Bay,DM2,2018-09-10,1,Surface Water,2.1,0.59,1.6,68,4.9,930,2000,1,0.55,0.08,7.2,1.2,12,1.1,11,30,28.6,2.14,1.1,2.65,0.2,17.5,0.01,4.2
Deep Bay,DM2,2018-10-08,1,Surface Water,2.7,0.54,7.8,52,3.7,660,2100,1.7,0.39,0.16,7.4,5.9,17.3,1,8.8,39,27.6,2.63,0.91,3,0.24,43.2,0.01,10
Deep Bay,DM2,2018-11-07,1,Surface Water,0.9,0.36,2.8,71,5.1,18,67,1.5,0.12,0.15,7.5,2,22.3,1,5.5,26,25.9,1.98,0.57,2.19,0.19,12.2,0.01,4.8
Deep Bay,DM2,2018-12-08,1,Surface Water,1.4,0.32,1.6,60,4.7,140,280,1.7,0.14,0.2,7.3,3.1,20,1,7.4,46,21.6,2.16,0.8,2.64,0.26,22.1,0,5.1
Deep Bay,DM2,2019-01-09,1,Surface Water,1.2,0.36,2.4,75,6.1,140,180,1.8,0.08,0.13,7.4,3.1,23,1,4.8,32,18.6,2.24,0.77,2.65,0.18,12.7,0,5.7
Deep Bay,DM2,2019-02-23,1,Surface Water,1.7,0.35,4.5,65,5.1,100,280,1.6,0.1,0.14,7.3,7.3,18.7,1,4,110,21.7,2.05,0.97,2.67,0.31,59.5,0,13
Deep Bay,DM2,2019-03-08,1,Surface Water,0.9,0.43,0.9,72,5.8,4000,7100,1.3,0.07,0.13,7.6,0.9,18.7,1.1,3.8,45,20.3,1.8,0.78,2.15,0.15,20.4,0.01,8.5
Deep Bay,DM2,2019-04-24,1,Surface Water,2.7,0.91,14,74,5.5,2100,2700,1.1,0.23,0.15,7.7,6,10,0.9,2.7,48,28.1,2.24,1.7,3.03,0.25,29.4,0.03,11
Deep Bay,DM2,2019-05-23,1,Surface Water,1.5,0.18,8.4,83,6,1100,3000,1.2,0.11,0.12,7.8,6.5,13.6,1,1.1,47,28.1,1.49,0.6,1.91,0.2,30.7,0.01,7.3
Deep Bay,DM2,2019-06-24,1,Surface Water,2.1,0.49,2.4,75,5.5,150,170,1.2,0.67,0.23,7.5,4.8,5.5,1,13,37,30.1,2.36,0.92,2.79,0.27,30.3,0.01,5.6
Deep Bay,DM2,2019-07-19,1,Surface Water,1.6,0.01,3.2,83,5.9,550,1100,1.2,0.09,0.07,8,1.9,5.5,1,7.9,9.4,32.6,1.3,0.41,1.7,0.09,18.2,0,2.7
Deep Bay,DM2,2019-08-02,1,Surface Water,1.8,1.6,1.9,56,4.4,23000,56000,0.76,0.14,0.11,7.4,4.2,5.5,1,8.5,36,26.8,2.5,2,2.9,0.14,26.6,0.03,7.4
