Water Control Zone,Station,Dates,Sample No,Depth,5-day Biochemical Oxygen Demand mg_L,Ammonia Nitrogen mg_L,Chlorophyll-a ug_L,Dissolved Oxygen per_saturation,Dissolved Oxygen mg_L,E. coli cfu_100mL,Faecal Coliforms cfu_100mL,Nitrate Nitrogen mg_L,Nitrite Nitrogen mg_L,Orthophosphate Phosphorus mg_L,pH,Phaeo-pigments ug_L,Salinity psu,Secchi Disc Depth M,Silica mg_L,Suspended Solids mg_L,Temperature C,Total Inorganic Nitrogen mg_L,Total Kjeldahl Nitrogen mg_L,Total Nitrogen mg_L,Total Phosphorus mg_L,Turbidity NTU,Unionised Ammonia mg_L,Volatile Suspended Solids mg_L
Victoria Harbour,VM4,2017-07-03,1,Surface Water,1.8,0.05,13,99,6.9,30,60,0.7,0.06,0,8,2.7,22.2,2.1,2.9,1.9,27.5,0.82,0.52,1.28,0.08,1,0,1.2
Victoria Harbour,VM4,2017-08-09,1,Surface Water,1.2,0.11,9.1,85,5.8,1400,2800,0.3,0.06,0.03,7.9,0.7,28.4,2.5,1.8,3.4,27.3,0.47,0.75,1.11,0.14,1.5,0.01,1
Victoria Harbour,VM4,2017-09-01,1,Surface Water,1.3,0.19,5.8,80,5.4,550,1100,0.23,0.07,0.03,7.3,1.8,29.6,2.2,1.9,4.4,27,0.49,0.55,0.85,0.06,1.4,0,1.2
Victoria Harbour,VM4,2017-10-09,1,Surface Water,0.2,0.05,0.7,71,4.6,70,190,0.04,0.02,0.02,8,0.2,31.9,2.3,1.2,5.9,29.3,0.11,0.25,0.31,0.02,7.3,0,0.7
Victoria Harbour,VM4,2017-11-02,1,Surface Water,0.6,0.04,4.9,81,5.5,90,590,0.03,0.02,0.01,7.9,2.7,32.4,2.5,0.46,3.6,25.5,0.09,1.3,1.35,0.03,2.3,0,0.7
Victoria Harbour,VM4,2017-12-01,1,Surface Water,0.1,0.06,0.6,83,5.9,400,1900,0.17,0.03,0.04,7.8,0.4,32.7,2,1.5,3.9,22.5,0.26,0.29,0.49,0.05,2.3,0,0.8
Victoria Harbour,VM4,2018-01-08,1,Surface Water,0.3,0.11,0.8,81,6.3,450,600,0.23,0.01,0.04,8.2,0.2,32,3,1.4,3.2,18.2,0.35,0.15,0.39,0.05,8.1,0.01,0.8
Victoria Harbour,VM4,2018-02-02,1,Surface Water,0.4,0.04,1.2,91,7.4,170,240,0.05,0.01,0.01,7.6,0.5,32.5,2.5,0.6,3.4,16.1,0.1,0.27,0.33,0.02,1.7,0,1
Victoria Harbour,VM4,2018-03-15,1,Surface Water,0.5,0.15,0.9,79,6.2,270,530,0.14,0.02,0.03,8,0.7,32,3.5,0.7,7.5,18.2,0.31,0.4,0.56,0.05,1.6,0,1.2
Victoria Harbour,VM4,2018-04-06,1,Surface Water,1,0.21,0.6,81,5.8,30,100,0.21,0.02,0.07,7.9,0.9,31.7,3.1,0.94,7.5,22.9,0.44,1.1,1.33,0.07,1.5,0.01,1.6
Victoria Harbour,VM4,2018-05-03,1,Surface Water,0.7,0.14,5.8,89,6.1,110,290,0.1,0,0.03,8.1,1.3,32.9,3,0.33,3.4,24.8,0.24,0.25,0.35,0.03,2,0.01,0.8
Victoria Harbour,VM4,2018-06-01,1,Surface Water,0.9,0.17,5.8,71,4.7,600,3200,0.2,0.02,0.02,7.9,1.3,30.7,3,0.55,2.8,28.1,0.39,0.5,0.72,0.03,1.8,0.01,0.6
Victoria Harbour,VM4,2018-07-05,1,Surface Water,0.9,0.1,10,71,4.8,4000,9200,0.35,0.06,0.02,7.9,4.2,28.3,3,0.44,10,27,0.51,0.53,0.94,0.03,2.4,0,1.9
Victoria Harbour,VM4,2018-08-08,1,Surface Water,2.5,0.13,26,91,6.1,2600,6100,0.21,0.05,0.01,8.2,5.9,27.6,2.5,0.23,10,28.7,0.39,0.37,0.63,0.04,1.9,0.01,2.9
Victoria Harbour,VM4,2018-09-03,1,Surface Water,0.3,0.1,0.6,69,4.8,580,1700,0.26,0.08,0.04,7.8,0.5,28.5,2.8,2,3.2,26.2,0.44,0.29,0.63,0.06,1.4,0,0.6
Victoria Harbour,VM4,2018-10-14,1,Surface Water,0.8,0.1,0.2,88,5.9,260,N/A,0.08,0.03,0.02,7.9,1.3,32.2,2,1.1,8.9,26.7,0.22,0.42,0.54,0.03,5.3,0,1.6
Victoria Harbour,VM4,2018-11-02,1,Surface Water,0.8,0.06,4.1,84,5.7,170,300,0.05,0.01,0.01,7.9,3.5,32.6,2,0.24,4.4,25,0.12,0.24,0.3,0.03,2.5,0,1.2
Victoria Harbour,VM4,2018-12-05,1,Surface Water,0.4,0.12,1.6,80,5.6,1200,1600,0.11,0.05,0.03,7.7,0.7,32.6,3,0.85,4.3,23.3,0.28,0.26,0.42,0.04,2,0,0.6
Victoria Harbour,VM4,2019-01-02,1,Surface Water,0.5,0.03,0.3,86,6.5,280,500,0.07,0.02,0.02,8,0.3,33.1,2,0.87,2.7,18.8,0.13,0.19,0.28,0.03,2.6,0,0.5
Victoria Harbour,VM4,2019-02-13,1,Surface Water,0.4,0.1,1.2,88,6.7,230,810,0.1,0.01,0.02,8,0.9,32,3.3,0.48,7,19.3,0.21,0.59,0.7,0.03,1,0,2.1
Victoria Harbour,VM4,2019-03-01,1,Surface Water,0.4,0.05,3.1,96,7.2,190,300,0.06,0.01,0.01,8.1,1.8,32.5,3.4,0.43,1.7,19.8,0.12,0.38,0.45,0.02,0.5,0,0.8
Victoria Harbour,VM4,2019-04-11,1,Surface Water,1.1,0.17,3.6,95,6.6,180,440,0.27,0.05,0.04,7.9,0.2,31.3,3.7,0.58,9.5,24.3,0.49,0.39,0.71,0.08,0.3,0.01,2.5
Victoria Harbour,VM4,2019-05-10,1,Surface Water,0.4,0.13,0.8,76,5.4,380,670,0.18,0.03,0.04,7.7,0.2,31.7,2.7,0.74,3.4,23.8,0.34,0.3,0.51,0.04,1.7,0,0.9
Victoria Harbour,VM4,2019-06-05,1,Surface Water,0.5,0.2,0.6,62,4.2,470,2400,0.22,0.04,0.02,7.6,0.2,29.2,2.3,1.6,8.6,27,0.46,0.39,0.65,0.05,1.8,0,1.5
Victoria Harbour,VM4,2019-07-25,1,Surface Water,2.9,0.07,38,123,8.4,860,2200,0.16,0.02,0,8.3,11,28.2,1.9,0.12,13,27.3,0.25,0.61,0.79,0.05,13,0.01,4.6
Victoria Harbour,VM4,2019-08-08,1,Surface Water,0.7,0.2,2.3,67,4.4,670,1500,0.16,0.05,0.03,7.9,0.2,29.2,2.3,1.6,3.3,28.1,0.41,0.5,0.71,0.05,12,0.01,0.8
Victoria Harbour,VM4,2019-09-12,1,Surface Water,1,0.14,12,79,5.1,60,180,0.12,0.03,0.01,8.2,2.7,30.1,2.7,0.72,5.1,29.3,0.29,1.6,1.75,0.04,4,0.01,1.8
Victoria Harbour,VM4,2019-10-03,1,Surface Water,0.4,0.22,1,67,4.3,1000,3900,0.21,0.03,0.03,7.8,1,31.6,1.7,1.8,6.9,29.5,0.46,0.87,1.11,0.06,5.7,0.01,1.2
Victoria Harbour,VM4,2019-11-21,1,Surface Water,0.5,0.14,0.9,87,6,280,580,0.06,0.01,0.01,7.9,0.2,33,2.8,0.51,4,24.6,0.21,0.39,0.46,0.06,3.5,0.01,1
Victoria Harbour,VM4,2019-12-02,1,Surface Water,0.3,0.13,1.5,86,6.1,390,1000,0.08,0.01,0.03,8.1,1.7,33.2,2.3,0.74,6.9,23.4,0.22,0.21,0.3,0.07,11.1,0.01,1.3
Victoria Harbour,VM4,2020-01-02,1,Surface Water,0.2,0.11,0.7,71,5.4,330,820,0.16,0.016,0.032,8,0.2,32.2,2.5,1.3,3.2,19.7,0.29,0.57,0.75,0.06,1.9,0.003,0.5
Victoria Harbour,VM4,2020-03-11,1,Surface Water,0.9,0.13,2.2,96,7.2,800,1200,0.057,0.009,0.019,8.1,1.2,32.4,2.2,0.8,4.8,19.6,0.2,0.54,0.61,0.05,2.3,0.004,0.8
Victoria Harbour,VM4,2020-04-24,1,Surface Water,0.5,0.13,0.2,77,5.5,220,370,0.078,0.009,0.013,7.4,1.9,32.8,2.5,0.36,10,22.2,0.22,0.67,0.76,0.03,2.6,0.001,1.7
Victoria Harbour,VM4,2020-05-13,1,Surface Water,1.6,0.23,7.8,90,6.2,500,2500,0.21,0.038,0.02,7.8,1.7,31.5,2.5,0.92,14,25,0.48,0.35,0.6,0.05,1.5,0.006,3.3
Victoria Harbour,VM4,2020-06-08,1,Surface Water,0.7,0.13,0.3,68,4.7,1200,5500,0.37,0.085,0.011,7.7,1.4,26.8,2.4,2.1,7.6,26.3,0.59,0.14,0.6,0.04,1.6,0.004,1.4
Victoria Harbour,VM4,2020-07-17,1,Surface Water,2,0.066,19,100,6.8,90,170,0.36,0.037,0.01,8.3,4.1,24.5,2,1.1,4,27.7,0.46,0.17,0.57,0.08,1.7,0.007,1.6
Victoria Harbour,VM4,2020-08-27,1,Surface Water,0.9,0.11,5.6,75,4.9,60,180,0.22,0.062,0.027,7.8,1.7,28.8,3.1,1.5,1.8,28.5,0.39,0.72,1,0.06,1,0.004,0.8
Victoria Harbour,VM4,2020-09-21,1,Surface Water,0.5,0.15,1.2,82,5.3,1000,1200,0.15,0.025,0.025,7.9,0.2,30.8,2.3,1.5,13,28.8,0.33,0.71,0.89,0.08,6.6,0.006,2.5
Victoria Harbour,VM4,2020-10-05,1,Surface Water,0.6,0.14,1.7,80,5.2,370,1200,0.11,0.019,0.022,8,0.7,31,2.6,0.91,3.2,29,0.27,0.92,1.05,0.08,4.5,0.008,0.6
Victoria Harbour,VM4,2020-11-04,1,Surface Water,0.5,0.032,2.4,91,6.3,20,30,0.086,0.027,0.017,7.9,0.9,33.1,2.2,0.93,2,24.3,0.15,0.41,0.52,0.03,3.6,0.001,0.5
Victoria Harbour,VM4,2020-12-03,1,Surface Water,0.6,0.043,2.8,86,6.2,190,540,0.11,0.017,0.013,7.8,1.4,32.2,2.2,0.34,12,22,0.17,0.7,0.83,0.05,9.4,0.001,2.4
Victoria Harbour,VM5,2015-01-05,1,Surface Water,0.6,0.22,1.8,79,6.2,6500,13000,0.14,0.02,0.04,7.8,1.3,31.6,3.1,0.42,1.1,17.9,0.38,0.43,0.59,0.05,6,0,0.7
Victoria Harbour,VM5,2015-02-06,1,Surface Water,2.1,0.15,1.9,79,6.3,38000,98000,0.15,0.02,0.04,7.7,0.2,31.5,2.7,0.71,6.3,16.8,0.32,0.53,0.7,0.06,3,0,1.6
Victoria Harbour,VM5,2015-03-06,1,Surface Water,0.8,0.1,0.3,82,6.4,5700,13000,0.07,0.01,0.01,7.8,0.4,32.6,2.7,0.43,3.1,18.1,0.18,0.34,0.42,0.03,2.2,0,0.7
Victoria Harbour,VM5,2015-04-10,1,Surface Water,3,0.08,2.6,71,5.2,52000,87000,0.07,0.01,0.01,7.7,0.2,32.9,1.5,0.3,5,21.6,0.15,0.28,0.35,0.03,4.5,0,1.5
Victoria Harbour,VM5,2015-05-04,1,Surface Water,1.3,0.17,4.9,81,5.6,2100,4100,0.24,0.03,0.01,7.8,1.4,30.1,3,0.21,0.8,25.2,0.44,0.39,0.66,0.04,3,0.01,0.8
Victoria Harbour,VM5,2015-06-12,1,Surface Water,2.1,0.08,24,109,7.5,680,2200,0.41,0.04,0,8,3.2,26.2,2.5,0.77,1,27.2,0.53,0.41,0.86,0.07,3,0,0.6
Victoria Harbour,VM5,2015-07-17,1,Surface Water,2.2,0.2,6.3,70,4.7,4900,12000,0.17,0.03,0.03,8.1,2.6,30.9,3,0.95,3.8,26.8,0.4,0.42,0.62,0.06,4.1,0.01,1.1
Victoria Harbour,VM5,2015-08-06,1,Surface Water,1.7,0.09,17,94,6.4,190,1000,0.28,0.05,0.01,7.8,2.3,29.9,3,1.3,2.3,26.2,0.42,0.33,0.66,0.06,3.1,0,1.4
Victoria Harbour,VM5,2015-09-02,1,Surface Water,0.6,0.25,0.9,47,3.2,5100,11000,0.13,0.02,0.04,7.7,0.2,32.2,2.5,1.7,5.8,25.2,0.4,0.73,0.88,0.09,4.5,0.01,1.1
Victoria Harbour,VM5,2015-10-02,1,Surface Water,0.2,0.16,0.2,63,4.1,60,140,0.17,0.1,0.04,7.7,2.1,31.3,2,1.7,5.2,28.8,0.43,0.41,0.68,0.05,6.5,0.01,1.1
Victoria Harbour,VM5,2015-11-04,1,Surface Water,0.6,0.12,2.1,79,5.3,1600,2800,0.08,0.02,0.02,7.8,0.7,32.6,3,0.39,3.3,26.4,0.22,0.56,0.66,0.06,5,0,0.5
Victoria Harbour,VM5,2015-12-03,1,Surface Water,1.1,0.24,1.2,70,4.9,5500,11000,0.15,0.05,0.04,7.6,0.9,32,2.5,1.3,11,24,0.44,0.37,0.57,0.06,4.3,0,2.2
Victoria Harbour,VM5,2016-01-06,1,Surface Water,0.6,0.28,1.8,73,5.5,540,1200,0.22,0.03,0.05,7.5,0.4,31.4,5,1.3,1.2,20.2,0.53,0.48,0.73,0.07,2.4,0,0.6
Victoria Harbour,VM5,2016-02-11,1,Surface Water,0.8,0.13,1.4,84,6.9,110,140,0.16,0.02,0.01,7.6,0.7,31,4,0.97,3,15.8,0.31,0.2,0.38,0.04,3.6,0,0.8
Victoria Harbour,VM5,2016-03-10,1,Surface Water,1.7,0.12,7,80,6.4,430,530,0.1,0.01,0.01,8.2,3.1,31.2,3.8,0.78,1.2,17.3,0.23,0.38,0.49,0.03,1.3,0,0.8
Victoria Harbour,VM5,2016-04-08,1,Surface Water,1.4,0.24,0.3,89,6.8,730,1100,0.13,0.01,0.02,7.9,1.5,30.8,2,0.76,11,19.2,0.38,1.1,1.24,0.09,2.6,0.01,2
Victoria Harbour,VM5,2016-05-05,1,Surface Water,1.1,0.34,0.5,74,5.3,120,270,0.16,0.02,0.04,7.9,0.2,30.3,2.2,1.4,2.9,23.4,0.52,0.44,0.62,0.06,1.3,0.01,1
Victoria Harbour,VM5,2016-06-06,1,Surface Water,0.8,0.11,5.9,78,5.3,1400,3500,0.19,0.04,0.01,8,2.7,29.4,4,0.49,9,26.5,0.34,0.2,0.43,0.08,1,0.01,1.9
Victoria Harbour,VM5,2016-07-06,1,Surface Water,1,0.15,11,64,4.5,180,990,0.44,0.03,0.03,7.4,2.1,24.3,2.5,2,2.9,26.4,0.62,0.2,0.67,0.05,1.2,0,0.9
Victoria Harbour,VM5,2016-08-04,1,Surface Water,0.9,0.18,1.2,70,4.9,630,3100,0.16,0.03,0.03,7.8,1.1,31.2,3,1.6,3.4,24.4,0.37,0.36,0.55,0.04,4.9,0.01,0.6
Victoria Harbour,VM5,2016-09-05,1,Surface Water,0.4,0.13,0.9,90,6,2400,4100,0.21,0.04,0.04,7.5,0.4,31.1,2,2.1,3,27.1,0.38,0.39,0.64,0.07,12.3,0,0.6
Victoria Harbour,VM5,2016-10-03,1,Surface Water,0.2,0.19,1.5,90,5.9,2000,5600,0.09,0.03,0.03,7.8,1.1,31.4,2.2,2.1,3.8,28.3,0.31,0.32,0.44,0.04,8.7,0.01,0.6
Victoria Harbour,VM5,2016-11-03,1,Surface Water,0.6,0.06,2.4,81,5.5,190,350,0.1,0.02,0.02,7.9,0.9,31.3,2.5,0.47,5.4,26.1,0.18,0.74,0.86,0.06,5.9,0,1
Victoria Harbour,VM5,2016-12-01,1,Surface Water,0.1,0.05,0.9,79,5.7,300,540,0.13,0.06,0.02,8,0.3,31,3,1.1,3.6,23.1,0.24,0.2,0.39,0.03,4.6,0,0.6
Victoria Harbour,VM5,2017-01-05,1,Surface Water,0.8,0.27,1.1,81,6.2,800,1300,0.12,0.01,0.01,8.1,0.6,30.3,3.5,0.36,5.6,20.3,0.4,0.74,0.87,0.04,3.7,0.01,1.5
Victoria Harbour,VM5,2017-02-02,1,Surface Water,0.7,0.09,1,80,6.2,260,610,0.15,0.03,0.01,7.2,0.5,30.9,3,1.2,4.3,18.6,0.27,0.33,0.51,0.04,4.7,0,0.9
Victoria Harbour,VM5,2017-03-03,1,Surface Water,0.6,0.11,1.6,82,6.5,10,30,0.15,0.02,0.02,7.7,0.4,31.5,3,0.98,1.9,17.6,0.28,0.66,0.83,0.04,3.2,0,0.6
Victoria Harbour,VM5,2017-04-06,1,Surface Water,0.3,0.16,1.7,91,6.8,230,480,0.14,0.01,0.02,8,0.2,32,2.4,0.85,8.4,20.5,0.31,0.34,0.49,0.05,0.9,0.01,1.8
Victoria Harbour,VM5,2017-05-05,1,Surface Water,0.6,0.3,0.8,71,5,1100,3300,0.21,0.02,0.01,7.8,0.2,30.4,4,1.2,1.8,24.2,0.53,0.51,0.74,0.05,2.8,0.01,0.7
Victoria Harbour,VM5,2017-06-05,1,Surface Water,2.8,0.1,32,112,7.5,20,80,0.4,0.03,0.01,8.1,6,27.2,1.8,0.15,3.4,28.2,0.53,0.38,0.81,0.1,3.8,0.01,2.3
Victoria Harbour,VM5,2017-07-03,1,Surface Water,1.7,0.07,15,97,6.8,70,410,0.69,0.06,0.01,7.9,3.5,22.1,1.8,3.2,2.1,27.4,0.83,0.52,1.27,0.05,1.2,0,1.3
Victoria Harbour,VM5,2017-08-09,1,Surface Water,1.3,0.1,9.6,73,5,490,2200,0.38,0.08,0.03,8,0.6,27,3,2.3,2.9,27.7,0.56,0.3,0.76,0.08,1.2,0.01,1
Victoria Harbour,VM5,2017-09-01,1,Surface Water,1.1,0.1,7.6,90,6,220,410,0.24,0.07,0.02,7.7,1.9,29.7,2.1,1.8,4.8,27.3,0.41,1.1,1.41,0.07,1.5,0,1.2
Victoria Harbour,VM5,2017-10-09,1,Surface Water,0.3,0.1,1.1,78,5,420,870,0.1,0.03,0.03,7.9,0.8,31.3,2.8,1.4,4.9,29.3,0.22,0.34,0.46,0.04,3.4,0,0.8
Victoria Harbour,VM5,2017-11-02,1,Surface Water,0.5,0.07,4.8,75,5.1,1200,2900,0.09,0.03,0.02,7.9,2.4,32.6,2.5,0.66,6.7,25.7,0.19,0.75,0.87,0.04,3.6,0,1.2
Victoria Harbour,VM5,2017-12-01,1,Surface Water,0.1,0.1,0.6,81,5.8,1000,2000,0.16,0.03,0.04,7.7,0.3,32.7,2,1.2,4.2,22.6,0.29,0.37,0.56,0.05,2.7,0,0.8
Victoria Harbour,VM5,2018-01-08,1,Surface Water,0.5,0.15,0.8,81,6.3,800,3600,0.22,0.02,0.04,8.2,0.3,32,2.5,1.3,3.1,18.3,0.39,0.45,0.69,0.04,6.4,0.01,0.9
Victoria Harbour,VM5,2018-02-02,1,Surface Water,0.4,0.06,1.6,92,7.4,310,480,0.07,0.01,0.01,7.6,0.2,32.4,2.5,0.63,3.4,16,0.15,0.37,0.45,0.03,1.6,0,0.8
Victoria Harbour,VM5,2018-03-15,1,Surface Water,0.5,0.18,0.4,77,6,190,290,0.14,0.02,0.04,7.9,0.4,31.9,4,0.76,8.1,18.5,0.34,0.48,0.64,0.05,2.1,0,1.1
Victoria Harbour,VM5,2018-04-06,1,Surface Water,0.8,0.25,0.6,73,5.2,10,10,0.18,0.01,0.05,7.9,0.5,31.7,2.6,0.97,6.5,23.1,0.44,0.72,0.91,0.05,1.5,0.01,1.3
Victoria Harbour,VM5,2018-05-03,1,Surface Water,0.9,0.21,4.8,83,5.7,2100,4700,0.16,0,0.03,8.1,1.8,32.3,3.1,0.33,4,25,0.37,0.33,0.49,0.04,2,0.01,0.9
Victoria Harbour,VM5,2018-06-01,1,Surface Water,0.9,0.14,6,73,4.9,2300,5500,0.22,0.02,0.02,7.9,2.1,30.5,3,0.65,1.6,27.7,0.38,0.98,1.22,0.03,1.6,0.01,0.5
Victoria Harbour,VM5,2018-07-05,1,Surface Water,1.1,0.09,12,87,5.9,3300,13000,0.42,0.07,0.02,7.9,3.7,27,3,0.56,12,27.7,0.58,0.34,0.83,0.03,2.2,0,2.2
Victoria Harbour,VM5,2018-08-08,1,Surface Water,2.4,0.13,24,110,7.3,5700,13000,0.23,0.06,0.01,8.2,4.6,27.4,2.5,0.39,9.1,28.8,0.42,0.36,0.65,0.03,1.4,0.01,3.9
Victoria Harbour,VM5,2018-09-03,1,Surface Water,0.3,0.17,1.2,84,5.8,730,1400,0.33,0.1,0.04,7.8,0.2,27.8,3.2,2.5,2.2,26.4,0.6,0.34,0.77,0.06,1.7,0.01,0.8
Victoria Harbour,VM5,2018-10-14,1,Surface Water,0.5,0.13,0.6,67,4.5,170,N/A,0.1,0.04,0.02,7.9,1.2,31.9,2,1.2,8.2,26.7,0.26,0.36,0.49,0.04,4.3,0.01,1.6
Victoria Harbour,VM5,2018-11-02,1,Surface Water,0.8,0.06,4.3,84,5.8,80,110,0.07,0.02,0.01,7.9,3.3,32.5,2,0.33,3.4,25.1,0.15,0.26,0.34,0.03,2.6,0,0.9
Victoria Harbour,VM5,2018-12-28,1,Surface Water,2,0.12,1.1,91,6.6,130,N/A,0.09,0.02,0.03,7.9,0.4,32.8,2,0.74,5.5,21.5,0.23,0.24,0.35,0.04,3.2,0,1
Victoria Harbour,VM5,2019-01-02,1,Surface Water,0.4,0.04,0.2,83,6.3,380,900,0.08,0.02,0.02,8,0.5,33.2,2,0.82,4.4,18.9,0.14,0.38,0.48,0.04,2.8,0,0.9
Victoria Harbour,VM5,2019-02-13,1,Surface Water,0.5,0.13,1.8,87,6.6,150,890,0.11,0.01,0.01,8,0.8,31.9,3.2,0.44,6.8,19.5,0.25,0.57,0.69,0.05,0.6,0,1.9
Victoria Harbour,VM5,2019-03-01,1,Surface Water,0.5,0.06,5,91,6.9,140,260,0.07,0.01,0.02,8,1.6,32.4,3.5,0.39,9.4,20,0.14,0.81,0.89,0.02,0.5,0,2.7
Victoria Harbour,VM5,2019-04-11,1,Surface Water,1.1,0.16,6.1,79,5.6,40,120,0.25,0.02,0.02,7.9,0.2,31.5,4.3,0.49,9.1,24,0.43,0.33,0.6,0.05,0.3,0.01,2.6
Victoria Harbour,VM5,2019-05-10,1,Surface Water,0.4,0.13,0.5,73,5.1,330,830,0.16,0.02,0.03,7.7,0.6,31.8,2.6,0.73,3.3,23.9,0.31,0.29,0.47,0.04,3.4,0,0.9
Victoria Harbour,VM5,2019-06-05,1,Surface Water,0.3,0.19,0.7,55,3.7,270,1100,0.22,0.05,0.03,7.5,0.2,29,2.4,1.6,8.8,26.5,0.46,0.42,0.69,0.05,2.1,0,1.6
Victoria Harbour,VM5,2019-07-25,1,Surface Water,2.8,0.07,33,111,7.5,820,5700,0.17,0.02,0,8.3,8.1,28,1.9,0.23,12,27.3,0.26,0.61,0.8,0.05,15.4,0.01,4.2
Victoria Harbour,VM5,2019-08-08,1,Surface Water,0.7,0.23,1.9,64,4.3,140,440,0.17,0.06,0.03,7.9,0.2,28.8,2.5,1.7,3.2,28.1,0.46,0.53,0.76,0.06,12.1,0.01,0.9
Victoria Harbour,VM5,2019-09-12,1,Surface Water,1.3,0.18,15,87,5.7,200,870,0.14,0.03,0.01,8.2,2.5,29.2,2.9,0.76,6.1,29.3,0.35,1.6,1.77,0.04,4,0.02,1.8
Victoria Harbour,VM5,2019-10-03,1,Surface Water,0.6,0.24,1,95,6.1,530,1100,0.24,0.04,0.03,7.8,1.1,31.5,1.7,1.8,6.4,29.4,0.52,1.5,1.78,0.09,6,0.01,1
Victoria Harbour,VM5,2019-11-21,1,Surface Water,0.6,0.15,0.7,94,6.5,120,220,0.06,0.01,0.01,7.9,0.2,33,2.4,0.5,4.3,24.7,0.22,0.42,0.49,0.05,4.2,0.01,1
Victoria Harbour,VM5,2019-12-02,1,Surface Water,0.2,0.17,1.8,93,6.5,180,420,0.07,0.01,0.03,8.1,0.8,33.2,2.7,0.74,3.5,23.4,0.26,0.25,0.34,0.06,19.1,0.01,1
Victoria Harbour,VM5,2020-01-02,1,Surface Water,0.3,0.12,0.2,74,5.6,480,1600,0.17,0.017,0.033,8,1,32.2,3,1.3,3.7,19.6,0.31,0.59,0.78,0.07,2.4,0.004,0.7
Victoria Harbour,VM5,2020-02-27,1,Surface Water,0.4,0.23,1.2,93,7.1,9300,11000,0.11,0.014,0.027,8.1,1.1,31.9,2.5,1.1,17,19.1,0.35,0.51,0.63,0.04,2.8,0.008,2.7
Victoria Harbour,VM5,2020-03-11,1,Surface Water,0.7,0.12,1.9,80,6.1,260,420,0.052,0.009,0.019,7.7,1.6,32.5,2.3,0.79,3.8,19.5,0.18,0.28,0.34,0.05,1.5,0.002,0.8
Victoria Harbour,VM5,2020-04-24,1,Surface Water,0.7,0.2,0.5,86,6.2,430,790,0.12,0.011,0.007,7.6,1.5,32.1,2.8,0.44,11,22.2,0.33,0.7,0.83,0.04,3.8,0.003,2
Victoria Harbour,VM5,2020-05-13,1,Surface Water,0.9,0.19,3,90,6.2,250,980,0.13,0.012,0.006,7.8,1.4,32.1,2.4,0.82,11,24.8,0.33,0.44,0.58,0.03,3,0.005,2.4
Victoria Harbour,VM5,2020-06-08,1,Surface Water,0.8,0.18,1,66,4.6,850,4500,0.41,0.092,0.013,7.7,0.2,25.2,1.8,2.1,5.9,26.6,0.68,0.25,0.75,0.04,2.2,0.004,1.2
Victoria Harbour,VM5,2020-07-17,1,Surface Water,2.6,0.049,21,110,7.5,100,220,0.38,0.036,0.009,8.4,3.2,24.6,2.2,1.3,4.1,27.5,0.47,0.24,0.66,0.03,1.7,0.006,1.7
Victoria Harbour,VM5,2020-08-13,1,Surface Water,1.2,0.1,6,92,6.2,180,480,0.23,0.041,0.005,8.1,1,26.1,2.8,0.33,6.7,28.7,0.37,0.69,0.96,0.04,2.1,0.007,1.9
Victoria Harbour,VM5,2020-09-21,1,Surface Water,0.8,0.16,0.6,65,4.2,820,1000,0.15,0.025,0.028,7.8,0.4,30.4,2.6,1.5,13,28.7,0.34,0.47,0.65,0.08,4.7,0.006,2.8
Victoria Harbour,VM5,2020-10-05,1,Surface Water,0.6,0.19,1.4,69,4.5,510,2400,0.12,0.023,0.026,7.9,0.2,30.7,2,1,3,29,0.33,1.1,1.24,0.08,4.1,0.009,0.8
Victoria Harbour,VM5,2020-11-04,1,Surface Water,0.6,0.057,3.8,82,5.6,50,130,0.097,0.03,0.02,7.9,1.2,33.1,2.7,0.96,1.4,24.6,0.18,0.97,1.1,0.04,5.1,0.002,0.5
Victoria Harbour,VM5,2020-12-03,1,Surface Water,0.9,0.06,3.2,87,6.3,120,250,0.13,0.018,0.016,7.8,1,32,2.5,0.3,10,22.3,0.21,0.76,0.91,0.06,4,0.001,1.7
Victoria Harbour,VM6,2015-01-05,1,Surface Water,0.8,0.23,1.4,81,6.3,14000,18000,0.13,0.02,0.03,7.8,1.4,31.6,2.5,0.34,1.1,17.9,0.38,0.46,0.61,0.05,6.8,0,0.7
Victoria Harbour,VM6,2015-02-06,1,Surface Water,0.8,0.2,1.8,72,5.8,3700,9200,0.16,0.02,0.04,7.6,0.2,31.5,3,0.8,3.9,16.9,0.38,0.6,0.78,0.06,2.9,0,0.6
Victoria Harbour,VM6,2015-03-06,1,Surface Water,0.7,0.12,0.2,83,6.4,6100,12000,0.08,0.01,0.02,7.7,1,32.5,2.6,0.39,4.2,18.1,0.2,0.45,0.53,0.03,2.9,0,0.7
Victoria Harbour,VM6,2015-04-10,1,Surface Water,0.8,0.11,0.7,68,5,6200,12000,0.08,0.01,0.01,7.6,0.3,32.8,2.2,0.29,2.5,21.6,0.2,0.29,0.38,0.03,3,0,0.5
Victoria Harbour,VM6,2015-05-04,1,Surface Water,1.2,0.12,7.4,74,5.1,110,230,0.24,0.03,0.01,7.8,1.7,30.2,3.1,0.17,1.6,25.3,0.39,0.34,0.61,0.03,3,0,1.1
Victoria Harbour,VM6,2015-06-12,1,Surface Water,2.3,0.09,24,106,7.3,4100,9700,0.39,0.04,0,8,2.5,26.4,2.5,0.75,3.3,27.2,0.51,0.34,0.77,0.08,3.2,0,0.9
