Water Control Zone,Station,Dates,Sample No,Depth,5-day Biochemical Oxygen Demand mg_L,Ammonia Nitrogen mg_L,Chlorophyll-a ug_L,Dissolved Oxygen per_saturation,Dissolved Oxygen mg_L,E. coli cfu_100mL,Faecal Coliforms cfu_100mL,Nitrate Nitrogen mg_L,Nitrite Nitrogen mg_L,Orthophosphate Phosphorus mg_L,pH,Phaeo-pigments ug_L,Salinity psu,Secchi Disc Depth M,Silica mg_L,Suspended Solids mg_L,Temperature C,Total Inorganic Nitrogen mg_L,Total Kjeldahl Nitrogen mg_L,Total Nitrogen mg_L,Total Phosphorus mg_L,Turbidity NTU,Unionised Ammonia mg_L,Volatile Suspended Solids mg_L
Tolo Harbour and Channel,TM7,7/12/2018,1,Surface Water,1.50,0.01,7.20,87.00,6.20,1.00,2.00,0.00,0.00,0.01,8.10,1.30,31.60,4.00,0.49,1.90,23.00,0.02,0.36,0.36,0.02,0.50,0.00,1.40
Tolo Harbour and Channel,TM7,3/1/2019,1,Surface Water,1.00,0.02,4.50,76.00,5.90,2.00,3.00,0.00,0.00,0.00,8.10,1.00,32.30,2.00,0.39,2.40,18.40,0.03,0.20,0.20,0.02,0.70,0.00,1.10
Tolo Harbour and Channel,TM7,14/2/2019,1,Surface Water,2.90,0.04,11.00,111.00,8.30,1.00,1.00,0.00,0.00,0.00,8.20,1.80,32.10,3.60,1.10,8.80,20.50,0.05,0.49,0.49,0.03,0.50,0.00,3.90
Tolo Harbour and Channel,TM7,18/3/2019,1,Surface Water,1.70,0.01,6.50,92.00,6.90,1.00,4.00,0.00,0.00,0.00,8.00,2.50,31.20,2.60,0.40,5.60,20.30,0.01,0.52,0.52,0.02,0.50,0.00,5.10
Tolo Harbour and Channel,TM7,1/4/2019,1,Surface Water,1.60,0.01,19.00,73.00,5.40,1.00,1.00,0.00,0.00,0.00,8.00,2.90,32.20,2.80,0.50,2.80,20.80,0.01,0.22,0.22,0.02,0.70,0.00,2.20
Tolo Harbour and Channel,TM7,2/5/2019,1,Surface Water,1.00,0.03,2.40,89.00,6.20,1.00,5.00,0.01,0.00,0.01,7.80,0.20,31.20,3.20,0.40,9.10,24.50,0.03,0.25,0.26,0.02,0.40,0.00,3.30
Tolo Harbour and Channel,TM7,28/6/2019,1,Surface Water,1.80,0.01,3.20,103.00,6.60,1.00,1.00,0.00,0.00,0.00,7.80,1.60,29.00,2.50,0.63,1.70,30.00,0.01,0.39,0.39,0.02,0.80,0.00,1.30
Tolo Harbour and Channel,TM7,11/7/2019,1,Surface Water,2.40,0.02,4.00,93.00,5.90,1.00,3.00,0.01,0.00,0.00,8.90,0.70,23.90,2.90,0.86,2.10,32.70,0.03,0.23,0.24,0.02,5.70,0.01,1.10
Tolo Harbour and Channel,TM7,21/8/2019,1,Surface Water,1.50,0.02,5.70,97.00,6.30,1.00,1.00,0.00,0.00,0.00,8.30,0.20,32.40,3.20,0.22,1.80,28.20,0.02,0.31,0.31,0.03,10.10,0.00,1.40
Tolo Harbour and Channel,TM7,20/9/2019,1,Surface Water,1.40,0.02,1.30,91.00,5.80,1.00,1.00,0.00,0.00,0.00,8.40,0.20,29.10,3.50,0.08,9.00,30.80,0.03,0.46,0.46,0.02,2.60,0.00,3.00
Tolo Harbour and Channel,TM7,23/10/2019,1,Surface Water,2.30,0.01,2.20,90.00,5.90,1.00,6.00,0.00,0.00,0.00,8.20,0.80,31.20,3.10,0.37,8.70,28.00,0.01,0.40,0.40,0.03,2.10,0.00,2.30
Tolo Harbour and Channel,TM7,25/11/2019,1,Surface Water,1.20,0.04,2.80,89.00,6.20,1.00,1.00,0.00,0.00,0.01,8.10,1.10,32.40,3.00,0.34,2.60,24.80,0.05,0.20,0.20,0.03,1.70,0.00,1.40
Tolo Harbour and Channel,TM7,5/12/2019,1,Surface Water,0.60,0.03,2.90,85.00,6.20,1.00,1.00,0.00,0.00,0.01,8.10,2.70,32.90,2.50,1.10,9.40,21.50,0.03,0.67,0.67,0.02,7.30,0.00,2.40
Tolo Harbour and Channel,TM8,21/1/2015,1,Surface Water,0.80,0.04,1.50,97.00,7.70,1.00,1.00,0.04,0.00,0.01,8.00,0.20,32.00,3.70,0.54,1.20,17.00,0.08,0.22,0.26,0.02,4.40,0.00,0.60
Tolo Harbour and Channel,TM8,23/2/2015,1,Surface Water,0.90,0.06,1.00,92.00,7.20,1.00,1.00,0.04,0.00,0.01,7.90,0.20,31.80,4.50,0.74,1.40,17.80,0.10,0.31,0.35,0.02,0.40,0.00,0.80
Tolo Harbour and Channel,TM8,23/3/2015,1,Surface Water,2.70,0.01,13.00,82.00,6.30,2.00,3.00,0.00,0.00,0.01,8.00,0.20,32.20,2.80,0.63,3.20,19.00,0.01,0.32,0.32,0.02,1.00,0.00,2.40
Tolo Harbour and Channel,TM8,15/4/2015,1,Surface Water,5.80,0.03,12.00,95.00,6.90,1.00,1.00,0.00,0.00,0.00,8.00,6.60,31.90,2.40,0.58,29.00,22.00,0.03,0.39,0.39,0.04,2.30,0.00,12.00
Tolo Harbour and Channel,TM8,21/5/2015,1,Surface Water,1.00,0.05,2.50,83.00,5.70,25.00,230.00,0.02,0.01,0.00,8.20,1.60,29.50,3.00,0.47,1.50,26.40,0.07,0.24,0.26,0.02,4.10,0.00,0.90
Tolo Harbour and Channel,TM8,25/6/2015,1,Surface Water,1.30,0.02,2.60,96.00,6.40,1.00,7.00,0.15,0.01,0.00,8.30,1.70,27.20,2.80,0.27,0.80,28.90,0.18,0.20,0.36,0.03,7.00,0.00,0.50
Tolo Harbour and Channel,TM8,8/7/2015,1,Surface Water,1.10,0.02,1.70,91.00,5.90,1.00,1.00,0.00,0.00,0.01,8.30,0.40,32.20,3.50,0.78,2.20,28.50,0.03,0.16,0.16,0.02,2.70,0.00,1.40
Tolo Harbour and Channel,TM8,12/8/2015,1,Surface Water,1.50,0.02,4.00,101.00,6.40,1.00,1.00,0.00,0.00,0.00,8.00,0.20,32.80,2.80,0.73,1.60,29.40,0.02,0.25,0.25,0.06,2.40,0.00,0.90
Tolo Harbour and Channel,TM8,18/9/2015,1,Surface Water,0.70,0.02,1.40,102.00,6.50,1.00,1.00,0.00,0.00,0.01,8.10,0.20,33.20,6.00,0.23,7.00,28.90,0.02,0.34,0.35,0.12,2.40,0.00,1.00
Tolo Harbour and Channel,TM8,9/10/2015,1,Surface Water,1.50,0.02,6.20,103.00,6.70,3.00,9.00,0.02,0.01,0.00,8.00,1.10,30.40,3.80,0.76,2.80,28.40,0.05,0.53,0.55,0.04,2.60,0.00,1.60
Tolo Harbour and Channel,TM8,19/11/2015,1,Surface Water,1.30,0.02,4.80,103.00,6.90,1.00,2.00,0.00,0.00,0.01,7.90,1.20,32.30,3.50,0.77,1.40,26.50,0.03,0.29,0.29,0.05,2.60,0.00,1.00
Tolo Harbour and Channel,TM8,18/12/2015,1,Surface Water,1.20,0.02,5.30,86.00,6.50,1.00,1.00,0.00,0.01,0.01,7.80,0.20,32.80,4.50,0.76,1.70,20.00,0.03,0.58,0.59,0.05,2.80,0.00,0.90
Tolo Harbour and Channel,TM8,14/1/2016,1,Surface Water,1.70,0.05,8.50,94.00,7.20,1.00,1.00,0.03,0.00,0.01,7.70,0.90,31.80,3.50,0.62,1.50,19.10,0.08,0.23,0.26,0.02,2.80,0.00,0.90
Tolo Harbour and Channel,TM8,19/2/2016,1,Surface Water,1.80,0.04,5.60,81.00,6.70,1.00,2.00,0.01,0.00,0.00,7.70,0.30,30.30,3.50,0.55,1.30,15.70,0.05,0.58,0.60,0.02,2.60,0.00,1.10
Tolo Harbour and Channel,TM8,18/3/2016,1,Surface Water,0.80,0.07,1.10,82.00,6.60,1.00,1.00,0.03,0.00,0.00,8.20,0.50,31.10,6.00,0.98,0.90,16.50,0.11,0.35,0.39,0.02,0.60,0.00,0.50
Tolo Harbour and Channel,TM8,14/4/2016,1,Surface Water,3.50,0.13,1.10,85.00,6.50,9.00,17.00,0.03,0.00,0.00,8.00,3.30,29.40,4.00,1.00,1.60,20.30,0.16,0.40,0.43,0.15,0.50,0.00,1.40
Tolo Harbour and Channel,TM8,11/5/2016,1,Surface Water,1.20,0.05,3.90,81.00,5.60,1.00,1.00,0.02,0.00,0.01,7.70,0.30,30.50,4.00,0.80,1.00,25.20,0.07,0.32,0.34,0.02,0.50,0.00,0.50
Tolo Harbour and Channel,TM8,13/6/2016,1,Surface Water,1.70,0.03,8.20,106.00,7.10,3.00,23.00,0.01,0.00,0.00,8.30,1.00,28.40,3.00,1.00,2.70,27.80,0.05,0.16,0.17,0.08,0.90,0.00,2.50
Tolo Harbour and Channel,TM8,18/7/2016,1,Surface Water,1.70,0.01,2.40,93.00,5.90,1.00,14.00,0.00,0.00,0.00,8.10,0.20,30.90,3.50,0.74,1.60,30.00,0.01,0.98,0.98,0.04,4.30,0.00,1.40
Tolo Harbour and Channel,TM8,19/8/2016,1,Surface Water,1.20,0.04,4.10,101.00,6.60,1.00,1.00,0.00,0.00,0.00,8.10,0.50,31.50,2.80,0.79,1.00,28.20,0.05,0.66,0.66,0.02,2.50,0.00,0.90
Tolo Harbour and Channel,TM8,29/9/2016,1,Surface Water,1.00,0.03,2.60,80.00,5.30,1.00,1.00,0.00,0.00,0.00,7.90,1.20,31.20,3.00,0.60,0.90,28.30,0.03,0.11,0.11,0.02,12.40,0.00,0.60
Tolo Harbour and Channel,TM8,13/10/2016,1,Surface Water,0.30,0.02,2.50,78.00,5.20,1.00,1.00,0.01,0.01,0.00,7.80,0.90,31.30,3.00,0.73,1.20,27.10,0.03,0.66,0.67,0.02,0.80,0.00,0.70
Tolo Harbour and Channel,TM8,10/11/2016,1,Surface Water,0.50,0.03,5.50,84.00,5.90,1.00,1.00,0.01,0.02,0.00,7.60,2.00,30.40,2.00,0.42,0.90,24.50,0.05,0.22,0.25,0.03,6.30,0.00,0.50
Tolo Harbour and Channel,TM8,12/12/2016,1,Surface Water,0.70,0.02,2.10,91.00,6.60,1.00,1.00,0.05,0.02,0.00,8.10,1.90,30.80,3.80,1.00,1.40,22.00,0.10,0.48,0.56,0.02,2.50,0.00,0.80
Tolo Harbour and Channel,TM8,18/1/2017,1,Surface Water,0.70,0.06,0.20,79.00,6.10,1.00,1.00,0.01,0.00,0.00,8.20,0.20,30.60,4.00,0.73,1.70,19.50,0.07,0.28,0.29,0.13,3.90,0.00,0.50
Tolo Harbour and Channel,TM8,20/2/2017,1,Surface Water,1.00,0.01,1.90,89.00,6.90,1.00,1.00,0.00,0.00,0.00,7.80,0.30,30.70,2.80,0.48,1.50,19.40,0.01,0.14,0.14,0.04,2.30,0.00,0.70
Tolo Harbour and Channel,TM8,10/3/2017,1,Surface Water,1.10,0.03,1.50,66.00,5.20,1.00,1.00,0.01,0.00,0.00,7.80,0.20,30.80,3.00,0.98,1.30,18.10,0.04,0.31,0.32,0.02,2.30,0.00,0.90
Tolo Harbour and Channel,TM8,5/4/2017,1,Surface Water,1.10,0.03,0.60,86.00,6.40,1.00,1.00,0.04,0.01,0.00,8.00,0.30,31.20,4.00,1.30,9.30,20.90,0.08,0.30,0.35,0.03,3.10,0.00,2.10
Tolo Harbour and Channel,TM8,19/5/2017,1,Surface Water,1.00,0.02,1.40,93.00,6.30,1.00,1.00,0.00,0.00,0.00,8.30,1.30,32.50,4.80,0.44,0.60,25.70,0.03,0.32,0.33,0.02,3.30,0.00,0.50
Tolo Harbour and Channel,TM8,14/6/2017,1,Surface Water,0.80,0.06,2.70,87.00,5.70,35.00,260.00,0.03,0.00,0.01,8.00,1.00,30.10,3.00,0.91,2.00,28.60,0.08,0.28,0.31,0.03,4.00,0.00,0.90
Tolo Harbour and Channel,TM8,12/7/2017,1,Surface Water,1.30,0.02,4.00,132.00,8.80,1.00,1.00,0.01,0.00,0.00,8.20,1.00,27.70,3.00,0.48,0.90,29.80,0.03,0.18,0.19,0.07,0.60,0.00,0.80
Tolo Harbour and Channel,TM8,18/8/2017,1,Surface Water,1.00,0.01,1.80,96.00,6.20,1.00,1.00,0.00,0.00,0.01,8.20,0.30,33.00,4.50,0.75,1.20,29.10,0.02,0.36,0.36,0.03,0.30,0.00,1.00
Tolo Harbour and Channel,TM8,20/9/2017,1,Surface Water,0.90,0.01,1.30,116.00,7.30,1.00,1.00,0.00,0.00,0.01,8.10,0.20,30.60,2.00,0.17,10.00,30.40,0.01,0.49,0.49,0.02,0.50,0.00,2.60
Tolo Harbour and Channel,TM8,19/10/2017,1,Surface Water,0.50,0.04,1.60,89.00,5.90,1.00,1.00,0.01,0.02,0.01,7.80,0.40,30.40,4.00,1.60,4.80,27.50,0.07,0.28,0.31,0.02,0.30,0.00,1.90
Tolo Harbour and Channel,TM8,17/11/2017,1,Surface Water,1.50,0.01,6.80,91.00,6.20,1.00,1.00,0.00,0.00,0.00,8.20,1.80,32.60,2.80,0.64,2.20,25.10,0.01,0.95,0.95,0.02,5.60,0.00,1.30
Tolo Harbour and Channel,TM8,9/12/2017,1,Surface Water,1.20,0.01,11.00,93.00,6.80,1.00,1.00,0.00,0.00,0.00,7.90,1.50,32.70,2.00,0.91,3.80,21.00,0.02,0.44,0.44,0.02,1.50,0.00,2.00
Tolo Harbour and Channel,TM8,10/1/2018,1,Surface Water,0.30,0.05,0.60,80.00,6.30,1.00,1.00,0.04,0.01,0.01,8.00,1.00,32.60,2.50,1.40,8.60,17.10,0.10,0.18,0.23,0.02,7.40,0.00,2.00
Tolo Harbour and Channel,TM8,26/2/2018,1,Surface Water,0.80,0.01,4.40,112.00,9.00,1.00,1.00,0.00,0.00,0.00,7.80,2.20,32.30,4.00,0.16,7.20,16.60,0.02,0.31,0.31,0.02,0.10,0.00,2.10
Tolo Harbour and Channel,TM8,9/3/2018,1,Surface Water,0.90,0.01,3.10,101.00,7.90,1.00,1.00,0.00,0.00,0.00,8.30,1.00,32.40,6.00,0.26,1.30,17.80,0.02,0.30,0.31,0.02,6.70,0.00,0.80
Tolo Harbour and Channel,TM8,20/4/2018,1,Surface Water,1.30,0.02,3.80,92.00,6.60,1.00,1.00,0.00,0.00,0.00,8.20,0.70,32.80,4.00,0.98,6.10,22.80,0.02,0.50,0.50,0.02,1.20,0.00,2.10
Tolo Harbour and Channel,TM8,21/5/2018,1,Surface Water,0.90,0.01,1.00,104.00,6.60,1.00,1.00,0.00,0.00,0.00,8.30,0.40,32.80,5.00,0.08,7.80,29.50,0.01,0.39,0.39,0.02,0.80,0.00,2.40
Tolo Harbour and Channel,TM8,27/6/2018,1,Surface Water,1.50,0.01,2.60,124.00,8.00,1.00,1.00,0.00,0.00,0.01,7.90,1.70,29.10,3.10,0.21,2.30,30.20,0.02,0.21,0.21,0.02,0.80,0.00,1.10
Tolo Harbour and Channel,TM8,9/7/2018,1,Surface Water,0.40,0.01,1.00,80.00,5.30,1.00,1.00,0.00,0.00,0.01,8.20,0.70,32.00,3.50,0.05,15.00,27.80,0.01,0.17,0.17,0.02,0.50,0.00,3.00
Tolo Harbour and Channel,TM8,17/8/2018,1,Surface Water,1.50,0.01,6.60,105.00,6.80,1.00,1.00,0.00,0.00,0.00,8.30,1.60,29.50,4.00,0.07,1.80,29.00,0.01,0.11,0.11,0.02,0.60,0.00,1.50
Tolo Harbour and Channel,TM8,19/9/2018,1,Surface Water,2.00,0.02,7.30,102.00,6.70,1.00,1.00,0.00,0.00,0.01,8.50,1.60,27.10,3.50,0.39,14.00,29.20,0.02,0.41,0.41,0.02,0.60,0.00,5.20
Tolo Harbour and Channel,TM8,5/10/2018,1,Surface Water,0.60,0.01,0.70,95.00,6.30,1.00,1.00,0.00,0.00,0.00,8.30,0.40,30.70,4.50,0.46,5.80,26.90,0.01,0.13,0.13,0.03,0.10,0.00,1.90
Tolo Harbour and Channel,TM8,5/11/2018,1,Surface Water,1.10,0.01,3.40,83.00,5.80,1.00,1.00,0.00,0.00,0.01,8.00,2.00,31.40,3.00,0.25,2.10,24.50,0.01,0.40,0.40,0.02,0.70,0.00,1.80
Tolo Harbour and Channel,TM8,7/12/2018,1,Surface Water,1.20,0.01,3.30,95.00,6.70,1.00,1.00,0.00,0.00,0.01,8.10,0.50,32.00,4.00,0.34,1.60,23.20,0.01,0.22,0.22,0.02,1.50,0.00,1.00
Tolo Harbour and Channel,TM8,3/1/2019,1,Surface Water,1.10,0.01,3.90,91.00,7.10,1.00,1.00,0.00,0.00,0.00,8.10,1.00,32.60,3.00,0.30,2.20,17.80,0.01,0.19,0.19,0.02,0.70,0.00,1.00
Tolo Harbour and Channel,TM8,14/2/2019,1,Surface Water,1.10,0.04,1.10,94.00,7.00,1.00,1.00,0.00,0.00,0.00,8.10,0.80,32.10,5.60,0.90,8.50,20.10,0.05,0.37,0.37,0.03,0.90,0.00,2.80
Tolo Harbour and Channel,TM8,18/3/2019,1,Surface Water,1.30,0.01,5.70,100.00,7.50,1.00,1.00,0.00,0.00,0.00,8.00,2.30,31.60,2.80,0.35,2.00,20.20,0.01,0.39,0.39,0.02,0.50,0.00,1.50
Tolo Harbour and Channel,TM8,1/4/2019,1,Surface Water,0.70,0.01,7.20,79.00,5.80,1.00,1.00,0.00,0.00,0.00,8.00,0.70,32.20,3.30,0.18,2.20,21.20,0.01,0.48,0.48,0.02,0.80,0.00,1.30
Tolo Harbour and Channel,TM8,2/5/2019,1,Surface Water,0.60,0.01,4.40,79.00,5.50,1.00,1.00,0.00,0.00,0.01,7.80,0.20,32.30,6.00,0.07,9.20,24.70,0.01,0.22,0.22,0.02,0.30,0.00,3.00
Tolo Harbour and Channel,TM8,28/6/2019,1,Surface Water,1.70,0.01,2.30,96.00,6.10,1.00,1.00,0.00,0.00,0.00,7.80,1.20,29.30,2.20,0.61,2.00,30.00,0.01,0.30,0.30,0.02,1.30,0.00,1.30
Tolo Harbour and Channel,TM8,11/7/2019,1,Surface Water,1.10,0.01,3.20,98.00,6.20,4.00,4.00,0.07,0.01,0.01,8.90,1.80,24.80,2.90,1.40,2.40,32.40,0.09,0.17,0.24,0.02,7.80,0.01,1.30
Tolo Harbour and Channel,TM8,21/8/2019,1,Surface Water,0.70,0.03,2.50,97.00,6.20,1.00,1.00,0.00,0.00,0.00,8.30,0.20,32.20,3.70,0.11,1.50,29.20,0.03,0.23,0.23,0.02,11.80,0.00,1.10
Tolo Harbour and Channel,TM8,20/9/2019,1,Surface Water,1.20,0.01,1.10,90.00,5.70,1.00,1.00,0.00,0.00,0.00,8.40,0.20,29.70,4.30,0.05,6.50,30.60,0.02,0.51,0.51,0.03,2.60,0.00,2.10
Tolo Harbour and Channel,TM8,23/10/2019,1,Surface Water,2.00,0.01,2.10,89.00,5.80,1.00,1.00,0.00,0.00,0.00,8.10,0.50,31.60,3.60,0.39,9.30,28.20,0.01,0.36,0.36,0.03,1.80,0.00,2.20
Tolo Harbour and Channel,TM8,25/11/2019,1,Surface Water,1.00,0.02,1.90,98.00,6.80,1.00,1.00,0.00,0.00,0.01,8.10,1.00,32.50,3.20,0.37,1.60,24.70,0.02,0.34,0.34,0.03,1.60,0.00,0.80
Tolo Harbour and Channel,TM8,5/12/2019,1,Surface Water,0.50,0.04,1.90,92.00,6.70,1.00,1.00,0.00,0.00,0.00,8.10,0.20,33.20,2.70,1.00,7.10,21.70,0.04,0.56,0.57,0.02,5.50,0.00,1.50
Tolo Harbour and Channel,TT1,21/1/2015,1,Surface Water,1.60,0.07,1.50,58.00,4.70,1800.00,3600.00,0.03,0.00,0.01,8.00,0.40,31.30,3.00,1.20,15.00,17.30,0.11,0.25,0.29,0.02,4.30,0.00,3.70
Tolo Harbour and Channel,TT1,23/3/2015,1,Surface Water,2.30,0.03,5.40,77.00,5.70,41.00,99.00,0.00,0.00,0.00,8.30,1.70,30.90,2.50,1.00,3.90,20.70,0.04,0.40,0.40,0.02,1.50,0.00,2.60
Tolo Harbour and Channel,TT1,21/5/2015,1,Surface Water,1.10,0.13,2.80,77.00,5.60,1900.00,12000.00,0.19,0.01,0.02,8.00,0.20,19.50,1.70,1.50,6.60,25.70,0.33,0.48,0.68,0.04,7.60,0.01,1.60
Tolo Harbour and Channel,TT1,8/7/2015,1,Surface Water,1.50,0.03,2.00,75.00,4.80,3.00,11.00,0.00,0.00,0.01,8.20,1.80,32.40,3.00,0.58,1.30,30.00,0.04,0.25,0.26,0.02,3.00,0.00,1.00
Tolo Harbour and Channel,TT1,18/9/2015,1,Surface Water,1.10,0.04,4.90,91.00,5.80,13.00,26.00,0.00,0.00,0.01,8.10,3.10,32.40,3.50,0.34,20.00,29.30,0.05,0.44,0.45,0.06,3.00,0.00,2.20
Tolo Harbour and Channel,TT1,19/11/2015,1,Surface Water,1.50,0.06,6.30,111.00,7.50,33.00,160.00,0.04,0.02,0.01,7.80,1.50,31.30,3.00,0.93,0.50,26.90,0.11,0.67,0.73,0.07,2.70,0.00,0.50
Tolo Harbour and Channel,TT1,14/1/2016,1,Surface Water,3.10,0.08,8.10,115.00,8.90,49.00,87.00,0.01,0.00,0.00,8.00,1.60,30.30,3.00,1.40,16.00,19.20,0.10,0.50,0.51,0.03,3.00,0.00,3.70
Tolo Harbour and Channel,TT1,18/3/2016,1,Surface Water,0.80,0.12,0.30,73.00,6.00,14.00,26.00,0.06,0.01,0.01,8.10,0.20,29.90,4.00,1.00,1.30,16.40,0.19,0.26,0.33,0.03,0.30,0.00,0.50
Tolo Harbour and Channel,TT1,11/5/2016,1,Surface Water,1.90,0.15,8.40,97.00,6.90,1000.00,3600.00,0.23,0.01,0.04,7.70,2.00,22.00,1.50,2.10,4.90,26.00,0.39,0.38,0.62,0.08,5.90,0.00,2.40
Tolo Harbour and Channel,TT1,18/7/2016,1,Surface Water,1.80,0.02,9.30,94.00,6.00,1.00,15.00,0.01,0.00,0.00,8.00,2.40,30.30,2.50,1.10,2.50,30.10,0.03,0.94,0.95,0.03,1.70,0.00,2.40
Tolo Harbour and Channel,TT1,29/9/2016,1,Surface Water,1.10,0.06,6.10,57.00,3.80,3.00,12.00,0.00,0.01,0.01,7.60,2.40,31.50,2.50,2.10,0.70,28.30,0.07,0.22,0.23,0.03,11.90,0.00,0.60
Tolo Harbour and Channel,TT1,10/11/2016,1,Surface Water,0.70,0.09,2.80,65.00,4.50,33.00,67.00,0.02,0.03,0.00,7.60,2.70,29.90,2.50,1.20,4.30,25.80,0.14,0.54,0.59,0.05,5.40,0.00,0.80
Tolo Harbour and Channel,TT1,18/1/2017,1,Surface Water,0.60,0.12,0.20,56.00,4.30,23.00,28.00,0.03,0.00,0.00,7.90,1.10,30.20,4.00,1.60,1.20,19.40,0.15,0.38,0.41,0.02,0.70,0.00,0.50
Tolo Harbour and Channel,TT1,10/3/2017,1,Surface Water,1.00,0.05,2.40,82.00,6.40,28.00,37.00,0.03,0.00,0.00,7.70,0.60,30.30,3.70,1.20,0.80,18.70,0.08,0.17,0.20,0.02,2.40,0.00,0.50
Tolo Harbour and Channel,TT1,19/5/2017,1,Surface Water,1.20,0.04,2.50,91.00,6.20,9.00,18.00,0.02,0.00,0.00,8.20,1.00,30.20,2.70,0.83,0.70,26.40,0.07,0.45,0.47,0.02,1.50,0.00,0.70
Tolo Harbour and Channel,TT1,12/7/2017,1,Surface Water,2.20,0.04,8.80,145.00,9.20,5.00,34.00,0.00,0.00,0.00,8.30,2.40,27.00,1.80,0.70,3.50,31.40,0.04,0.25,0.25,0.03,1.30,0.01,2.60
Tolo Harbour and Channel,TT1,20/9/2017,1,Surface Water,1.50,0.02,2.50,110.00,6.90,57.00,180.00,0.00,0.00,0.01,8.00,0.60,30.00,2.00,0.62,8.40,31.00,0.03,1.30,1.30,0.02,1.20,0.00,3.10
Tolo Harbour and Channel,TT1,17/11/2017,1,Surface Water,1.80,0.02,6.80,85.00,5.90,38.00,96.00,0.00,0.00,0.00,8.20,2.90,31.00,3.00,0.52,3.00,25.10,0.02,0.47,0.47,0.02,6.50,0.00,2.00
Tolo Harbour and Channel,TT1,10/1/2018,1,Surface Water,0.30,0.09,1.70,58.00,4.50,8.00,36.00,0.03,0.01,0.01,7.90,1.00,32.10,3.00,2.10,11.00,18.00,0.12,0.39,0.42,0.02,7.30,0.00,2.10
Tolo Harbour and Channel,TT1,9/3/2018,1,Surface Water,0.80,0.04,2.60,84.00,6.50,7.00,14.00,0.02,0.00,0.00,8.20,1.60,31.30,4.00,0.10,2.00,18.40,0.06,0.37,0.40,0.02,5.70,0.00,1.20
Tolo Harbour and Channel,TT1,21/5/2018,1,Surface Water,2.00,0.01,7.40,95.00,6.10,11.00,32.00,0.00,0.00,0.00,8.30,2.10,32.70,3.00,0.08,2.20,29.10,0.02,0.60,0.60,0.02,1.10,0.00,1.30
Tolo Harbour and Channel,TT1,9/7/2018,1,Surface Water,1.40,0.01,6.10,83.00,5.50,71.00,230.00,0.00,0.00,0.00,8.20,2.70,29.90,3.00,0.05,9.40,28.60,0.01,0.35,0.36,0.02,1.10,0.00,1.70
Tolo Harbour and Channel,TT1,19/9/2018,1,Surface Water,1.60,0.06,8.20,84.00,5.70,50.00,350.00,0.05,0.00,0.01,8.40,3.40,26.50,3.00,0.98,4.20,28.10,0.11,0.43,0.48,0.03,1.10,0.01,1.70
Tolo Harbour and Channel,TT1,5/11/2018,1,Surface Water,1.00,0.03,7.60,71.00,4.90,8.00,43.00,0.00,0.00,0.01,7.90,1.60,31.40,2.00,0.69,2.50,24.80,0.03,0.23,0.23,0.02,0.90,0.00,0.90
Tolo Harbour and Channel,TT1,3/1/2019,1,Surface Water,0.90,0.03,2.80,80.00,6.20,22.00,28.00,0.00,0.00,0.00,8.00,2.50,32.40,3.00,0.55,2.00,17.90,0.03,0.28,0.28,0.02,0.80,0.00,1.20
Tolo Harbour and Channel,TT1,18/3/2019,1,Surface Water,1.20,0.01,6.70,98.00,7.40,30.00,63.00,0.02,0.00,0.00,7.90,2.80,30.40,2.50,0.29,2.30,20.60,0.03,0.26,0.28,0.02,0.60,0.00,0.90
Tolo Harbour and Channel,TT1,2/5/2019,1,Surface Water,0.90,0.03,5.40,86.00,5.90,13.00,99.00,0.02,0.00,0.00,7.70,1.80,30.90,3.00,0.46,1.80,25.00,0.05,0.72,0.74,0.03,0.40,0.00,0.70
Tolo Harbour and Channel,TT1,11/7/2019,1,Surface Water,1.60,0.04,4.40,89.00,5.70,23.00,82.00,0.01,0.00,0.00,8.80,2.10,24.70,2.30,0.88,2.00,32.20,0.06,0.15,0.16,0.02,10.50,0.01,1.50
Tolo Harbour and Channel,TT1,20/9/2019,1,Surface Water,1.20,0.05,2.10,71.00,4.50,27.00,100.00,0.01,0.00,0.00,8.40,0.40,29.00,2.80,0.63,6.90,30.60,0.06,0.38,0.39,0.02,3.00,0.01,2.10
Tolo Harbour and Channel,TT1,25/11/2019,1,Surface Water,1.70,0.03,7.30,108.00,7.40,11.00,37.00,0.01,0.00,0.01,8.00,4.00,31.90,2.30,0.45,2.50,25.30,0.04,0.31,0.32,0.04,2.90,0.00,1.50
Victoria Harbour,VM1,5/1/2015,1,Surface Water,0.40,0.07,0.30,76.00,6.00,510.00,1100.00,0.11,0.01,0.01,7.70,2.40,31.80,3.20,0.42,6.10,17.70,0.19,0.33,0.45,0.04,6.90,0.00,1.20
Victoria Harbour,VM1,6/2/2015,1,Surface Water,0.40,0.06,2.80,89.00,7.10,260.00,510.00,0.13,0.01,0.02,7.70,0.20,31.80,4.20,0.59,9.00,16.60,0.21,0.27,0.41,0.03,1.50,0.00,1.30
Victoria Harbour,VM1,6/3/2015,1,Surface Water,0.70,0.05,2.90,76.00,5.90,300.00,540.00,0.05,0.00,0.01,7.70,0.20,32.90,3.50,0.30,1.20,18.20,0.10,0.26,0.32,0.02,1.50,0.00,0.50
